code,date,start,end,room,type,title,speakers,topics,level,url,abstract
AS1736,2026-09-17,13:30,14:30,"Venetian, Lido 3006, level 3",Strategy Talk,Building What the Industry Won't: Running Your Digital Practice Like a Tech Start-Up,"Alfonso Monedero, Digital Practice, Heatherwick Studio",Architecture services | Forma | Revit | Revit Cloud Worksharing | AECO | Architecture,Expert,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1774954729216001e7AY,"What happens when off-the-shelf software limits your vision? At Heatherwick Studio, Revit and Rhino software are our core engines. But true innovation requires breaking out of closed files. This session will reveal how to run your digital practice like a tech start-up by building cloud ecosystems that democratize data. Instead of waiting for vendors, we build tangible tools to expand our impact. Take “Nessie”: We bypassed the Revit UI so nonusers can access and modify data across multiple files at once, straight from the cloud. We’ll explore how to use machine learning (ML) and AI for automated QA/QC, how to deploy AutoDocs, and how to use DIGIPIN for collaborative review. Learn to architect an open, data-rich future that empowers your entire studio."
AS2233,2026-09-17,13:30,14:30,"Venetian, Venetian G, level 2",Technical Deep Dive,"Don’t Wait, Non-Revit Developers! Create Your Own Revit Add-Ins Using AI and the Revit API.","Marcello Sgambelluri, Director of Advanced Design Technology, AG&E",Architecture services | Dynamo | Revit | AECO | Community & Expert Elites,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775255938815001wYNq,"Many Revit users have workflow wish list items that could automate repetitive tasks or add missing functionality. This class will show how to create Revit add-ins. Aimed at non-developers, we will cover add-in basics. We’ll also show how AI can help generate and refine code while users stay in control. You’ll learn enough to review results, test behavior, and improve tools step by step. No programming experience is required. By the end, you’ll understand how Revit add-ins work and how AI can help turn everyday workflow problems into useful custom tools."
AS2233-D,2026-09-17,13:30,14:30,Digital A,Technical Deep Dive,"Don’t Wait, Non-Revit Developers! Create Your Own Revit Add-Ins Using AI and the Revit API.","Marcello Sgambelluri, Director of Advanced Design Technology, AG&E",Architecture services | Dynamo | Revit | AECO | Community & Expert Elites,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783105111379001PWUu,"Many Revit users have workflow wish list items that could automate repetitive tasks or add missing functionality. This class will show how to create Revit add-ins. Aimed at non-developers, we will cover add-in basics. We’ll also show how AI can help generate and refine code while users stay in control. You’ll learn enough to review results, test behavior, and improve tools step by step. No programming experience is required. By the end, you’ll understand how Revit add-ins work and how AI can help turn everyday workflow problems into useful custom tools."
AS3790,2026-09-17,13:30,14:30,"Venetian, Murano 3302, level 3",Technical Deep Dive,Industrialized Revit: How We Turned Tilt-Up and Precast into a Productized Delivery System,"Josue Balderrama, Core Innovation Lead, Grupo Hermosillo | Pedro Alejandro Bermea Leynes, CORE Innovation Specialist, Grupo Hermosillo",Architecture services | Dynamo | Revit | AECO | Industrialized Construction | Structural Engineering & Fabrication,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775597908248001oYIQ,"Industrialized construction relies on repeatable systems, not hero modeling. In this session, we’ll show how Hermosillo applied that mindset to productize Revit delivery for tilt-up and precast projects. By combining standards, clearly defined deliverables, and end-user involvement, a core innovation team of designers (with no prior programming experience) used AI-assisted workflows, Dynamo, and the Revit API to build production-ready automation. The result: a system capable of generating hundreds of views, sheets, facades, and renders in under 50 minutes, reducing documentation time by over 90% and compressing weeks of work into hours. You’ll leave with a blueprint to replicate this approach and scale automation across your projects."
AU3667,2026-09-17,13:30,14:30,"Venetian, Lido 3103, level 3",Strategy Talk - Panel,AutoCAD Support Clinic,"Volker Cocco, Sr Technical Enablement Specialist - AutoCAD, Autodesk",AutoCAD | AutoCAD LT | AutoCAD & General Design | Cross Industry,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775591542331001XUr7,"Join a panel of Autodesk product support experts as they share practical tips and proven techniques to boost your AutoCAD productivity. This interactive session will include a brief overview of Autodesk’s support organization, key resources available to customers, and introductions to the panelists. You’re encouraged to bring real-world challenges—our experts from Technical Support, QA, and Licensing will be available to provide live guidance and solutions. A workstation with AutoCAD will be set up for in-session problem demonstrations, making this a hands-on opportunity to get answers to your most-pressing issues."
AU3927,2026-09-17,13:30,14:30,"Venetian, San Polo 3501A, level 3",Strategy Talk,From Ideas to Outcomes with Autodesk Platform Services,"Rami Kuret, Product Manager, Autodesk | Vasini Govindarajan, Senior Product Manager, Autodesk | Dwanill Mehta, Product Manager, Autodesk",None | Autodesk Platform Services (APS) | Cross Industry,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775605786096001iUee,"AI is changing how people build with Autodesk Platform Services (APS). Instead of learning APIs, stitching together integrations, and manually orchestrating workflows, you'll now be able to describe the outcome you want and let APS find, connect, and execute the capabilities needed to achieve it.
See how new AI-powered experiences are making APS more approachable for everyone - from experienced developers to Design and Make professionals who have never built with APS before. Learn how APS works with the AI interface of your choice, helping turn natural language into governed, repeatable workflows built on trusted Design and Make data and Autodesk capabilities. Whether you're new to APS or already building with it, you'll leave with a clear understanding of how AI is transforming the APS experience and how you can use it to deliver business outcomes faster, with greater consistency and at scale."
AU4170,2026-09-17,13:30,14:30,"Venetian, Casanova 503, level 1",Technical Deep Dive,Measuring Perceptions of Trust: How to Turn Trust into Tangible Results,"Kate Adam, Director, Customer Trust & Engagement, Autodesk | Mariluz Blandon, Director, Global Belonging Strategy​, Autodesk","Trust | Inclusive Innovation, Culture, and Belonging | None | Inclusive Innovation, Culture, & Belonging | Cross Industry",Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775625681944001rNQy,"In this interactive session, you’ll learn how to apply to your organization some frameworks for measuring and building trust. You’ll learn strategies for assessing trust across customer and employee experiences, and you’ll learn how to identify gaps and prioritize high-impact opportunities. Through guided exercises and real-world scenarios, you’ll map trust drivers—capability, reliability, transparency, and humanity—to key workflows, products, and culture. The session will conclude with a practical action plan to build trust, improve outcomes, and drive measurable business results."
AU4198,2026-09-17,13:30,14:30,"Venetian, Bellini 2102, level 2",Technical Deep Dive,From Single Client to Multi-Tenant: Forma Data Management Architecture for APS App Store Success,"Matt Mason, Director, Software Development, IMAGINiT Technologies | Michael Beale, SWE, AWS",Autodesk Platform Services | BIM 360 Build | BIM 360 Docs | Forma | Autodesk Platform Services (APS) | Cross Industry,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775629250913001D7D0,"When an independent software vendor (ISV) submits an app to the Autodesk App Store with a single Client ID, all customers share identical credentials—creating data leakage risks. This session will introduce the ""robot-per-tenant"" pattern: provisioning unique robot email addresses per customer (for example, acme-mep-robot@clientid.com), which ensures token scope isolation at the identity level. We'll cover onboarding flows, three-legged OAuth (3LO) token management scoped per tenant, Hub/Project membership automation, and audit trail design. Even application logic errors cannot breach tenant boundaries. Drawing from production deployments with Forma Data Management and Forma Admin APIs, learn how to scale from 10 to 1,000 tenants."
AU4259,2026-09-17,13:30,14:30,"Venetian, Casanova 601, level 1",Technical Deep Dive,Prompting for Fusion: AI basics for Autodesk Assistant in Fusion,"Sualp Ozel, Principal Product Manager, Autodesk | Luke Mihelcic, Senior Manager,  Product & Technical Marketing - Design, Autodesk",Trust | Product Development | D&M,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1778187032214001eva8,"Learn how to use effective prompting techniques to accelerate script execution and add-in creation in Autodesk Fusion. This introductory session will cover prompt engineering fundamentals, practical workflows for generating and refining code with AI, and best practices for working with Fusion APIs and automation tools."
BES2551,2026-09-17,13:30,15:00,"Venetian, Marco Polo 702, level 1",Hands-on Lab,Next-Gen Rebar in Revit 2027: Bridges and Buildings,"Ovidiu PAUNESCU, Senior Principal Product Owner, Autodesk",Engineering service providers | Revit | AECO | Structural Engineering & Fabrication,Associate,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775488458671001BCpI,"This hands-on lab will introduce the next-generation rebar workflows in Revit 2027 software, focusing on placement, editing, and validating reinforcement in 2D and 3D views. The class will use practical exercises to address real-world situations, including bridge components and standard building structures. It will show how to model reinforcement with uniform geometry distributed within complex structural elements; manage changes to the bars and models; and extract fabrication information using tags, bending details, and rebar schedules."
BES3637,2026-09-17,13:30,14:30,"Venetian, Titian 2304, level 2",Technical Deep Dive,Empower Your Designs: Combine Third-Party Models with Inventor Automation,"Coy Pannell, Senior Designer, Subsea 7 | Anthony Muzzillo, Principal Implementation Consultant, Autodesk",Data and Document Management | Engineering service providers | Inventor | AECO | Design & Engineering | D&M,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775590390462001zmsH,"Are you overwhelmed by the variety of 3D models from vendors, suppliers, or OEMs? Formats like STP, SAT, IGS, CGR, and OBJ may showcase product shapes, but they often lack features needed for effective use in complex CAD environments. In this session, you’ll learn how to use advanced templates and techniques combined with iLogic automation to create useful models in Inventor software. These templates will define connection points, establish constraint frameworks, set BoM descriptions, and even create accurate CoG work geometry on models that lack material properties. Join us for an engaging exploration of tips, tricks, and modeling strategies that will empower you to achieve your automation goals and elevate your design process."
BLD1264,2026-09-17,13:30,14:30,"Venetian, Bellini 2105-2106 (Meetup 1), level 2",Meetup,BIM and VDC Professionals Meetup,"Antia Rodriguez, BIM Transformation Manager, Hitachi Energy | Mariangela Toscano, BIM Lead (Europe & Middle East), Grimshaw | David Gonzalez, Sr Implementation Consultant, Autodesk",Data and Document Management | Buildings | BIM Collaborate Pro | Forma Data Management Essentials | Navisworks Manage | Revit | AECO | Meetup,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1773909122142001L6lU,"Join this interactive meetup for BIM and virtual design and construction (VDC) professionals to exchange ideas and experiences in an open, peer-driven discussion. Together, we’ll explore how AI and automation are being applied in BIM workflows, the realities of scaling BIM across organizations, and the lessons learned along the way—both successes and challenges. This is a collaborative space for participants to share insights, ask questions, and learn from each other’s real-world experiences. Whether you're testing new technologies or leading BIM implementation, come ready to contribute to the conversation."
BLD1849,2026-09-17,13:30,14:30,"Venetian, Casanova 501, level 1",Strategy Talk,Built on Trust: How Autodesk and Multiconsult Accelerated Revit Performance at Scale,"Casandra Armeanu, Principal Product Owner, Autodesk | Thea Marie Danielsen, Head of BIM for Buildings and Properties, Multiconsult Norge AS | Stian Ingvaldsen, VP Digital Engineering Solutions, Multiconsult Norge AS",Buildings | BIM Collaborate Pro | Desktop Connector | Revit | Revit Cloud Worksharing | AECO | MEP Engineering & Fabrication,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775053335391001hyyw,"What happens when mega projects push Revit beyond its limits? For Multiconsult, 30+ minute open and sync times became a critical barrier across multidisciplinary teams working on highly detailed healthcare projects. In this session, we’ll show how Autodesk and Multiconsult partnered to expose performance bottlenecks by analyzing journal data, model structures, and sync patterns. Together, we optimized linking strategies, streamlined sync workflows, and strengthened model health practices, turning insights into targeted Revit hotfixes addressing scalability challenges in loading and regeneration. This collaboration built trust and delivered shared value. Discover how this work is driving scalable, cloud-centric workflows and how to apply it."
BLD3895,2026-09-17,13:30,14:00,"Venetian, San Polo 3406, level 3",Spark Session,Digital Twins: Hot Takes and Cold Truths,"Iria Carreira, Senior Product Manager, Autodesk | Karina Cardenas, Customer Adoption Specialist, Autodesk",Buildings | Tandem Connect | AECO | Capital Project Owners & Operators | Cross Industry,Associate,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775603011175001eHks,"The audience for this session will be polled beforehand on digital twin hot takes and cold truths. Based on the results, former virtual design and construction (VDC) professionals working in the digital twin technology space will share a hot take and cold truth from their experiences. For example, a hot take is: ""You can build a digital twin with poor data quality, set goals with an emphasis on 3D visualization over operational outcomes, and do many pilot projects without scaling into broader operations."" We’ll identify opportunities and share anecdotes on empowering owners, operators, and their design and construction partners to connect capital delivery and facilities operations through digital twins."
BLD3895-D,2026-09-17,13:30,14:00,Digital AB,Spark Session,Digital Twins: Hot Takes and Cold Truths,"Iria Carreira, Senior Product Manager, Autodesk | Karina Cardenas, Customer Adoption Specialist, Autodesk",Buildings | AECO | Capital Project Owners & Operators,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783610786986001bLnf,"The audience for this session will be polled beforehand on digital twin hot takes and cold truths. Based on the results, former virtual design and construction (VDC) professionals working in the digital twin technology space will share a hot take and cold truth from their experiences. For example, a hot take is: ""You can build a digital twin with poor data quality, set goals with an emphasis on 3D visualization over operational outcomes, and do many pilot projects without scaling into broader operations."" We’ll identify opportunities and share anecdotes on empowering owners, operators, and their design and construction partners to connect capital delivery and facilities operations through digital twins."
BLD4756,2026-09-17,13:30,13:50,Solutions Spotlight Theater ,Technical Deep Dive,AI Agents for Electrical Design: Driving Revit with Model Context Protocol (MCP),"David Robison, Founder and President, Design Master Software",MEP Engineering  | Buildings | Revit | AECO,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1786450928739001GEmH,"At the top of this session, I'll give an AI agent a real electrical design task: review the electrical system in a Revit model, determine what's circuited, identify what needs power, and circuit those loads. Along the way it will hit the questions an engineer actually has to answer. Do we add another panel, or work with what's there? How do we split the loads across panels?

While the agent works in the background, we'll look at how MCP connects AI to Revit, what tools an electrical engineer might give an agent, and where the engineer needs to stay in control.

You'll leave knowing what AI agents can and can't reliably do in Revit today, and how to start experimenting yourself. Whether the agent succeeds, stalls, or takes a wrong turn, you'll see exactly where the line falls."
CES2393,2026-09-17,13:30,14:30,Stage 02,Strategy Talk,Autodesk Forma at the Center: Designing a Real-World CDE for Multidiscipline Engineering,"Rafael Lucero, Head of Digital Engineering EMEA, Parsons | Ian McGovern, VP Operations & Innovation, Parsons",Data and Document Management | Civil infrastructure | BIM Collaborate Pro | Docs | Forma | Forma Data Management Essentials | AECO | Civil Engineering,Associate,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775456184747001EZxh,"Many organizations adopt Autodesk Forma industry cloud as their common data environment (CDE) for BIM collaboration. But complex infrastructure projects rely on far more than BIM tools alone. Traffic modeling, hydraulic analysis, geotechnical simulations, and geographic information system (GIS) workflows often depend on specialized software that cannot operate effectively within cloud collaboration platforms. This session will show how Parsons implemented a practical CDE architecture with Autodesk Forma at the center of coordination while supporting discipline-specific production environments. You’ll learn how clear governance, ISO 19650 alignment, and defined workflows can unify multidisciplinary collaboration without constraining engineering delivery."
CES2497,2026-09-17,13:30,14:30,"Venetian, Veronese 2403, level 2",Strategy Talk,Building Tomorrow: Mastering Project Delivery in the Age of Technology,"Kelly Barber, Chief Engineer, PennDOT",Civil infrastructure | Build | Docs | Forma | AECO | Infrastructure Owners,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775480755405001NYIG,"As Pennsylvania Department of Transportation (PennDOT) continues to navigate its digital transformation, the team is using Autodesk Forma as the digital backbone for their Project Delivery Collaboration Center (PDCC). Capitalizing on the flexibility and interoperability of the Forma environment, PennDOT is able to connect legacy system data. Learn how PennDOT uses Forma to manage design and construction projects, as well as for its connectivity to other off-the-shelf solutions. Learn how processes are being streamlined, time’s being saved, and project transparency is all accomplished through the rollout of PDCC. To showcase its benefits, PennDOT will be sharing the current use of PDCC on its projects and the road map to the future."
CES2891,2026-09-17,13:30,15:00,"Venetian, Galileo 905, level 1",Hands-on Lab,Civil 3D Corridor Chaos Meets Control: A Hands-On Lab,"Kristen Liggett, Senior Project Engineer, VHB",Civil infrastructure | Civil 3D | AECO | Civil Engineering,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775520976498001YIue,"Corridor modeling in Civil 3D can be a beautiful, efficient thing—or a nightmarish mire. If you’ve ever lost a late night trying to change one tiny end condition in a sea of them, this hands-on lab is for you. You’ll build and compare corridor models in Civil 3D software using a single-baseline, single-region approach with spiderweb-like conditionals. Then you’ll use a multiple-baseline, multiple-region approach with limited conditionals. You’ll test switching end conditions in corridor parameters; you’ll test how the workflows respond to design changes; and you’ll learn how a better-structured model reduces friction and rework, improves flexibility and design review, and supports faster, more informed project decision making at concept or final design."
CES3143,2026-09-17,13:30,14:30,"Venetian, Casanova 506, level 1",Strategy Talk,From Handover Chaos to Operational Certainty: What Changes When Data Becomes Usable,"Cristina Ispas, BIM Lead, Beheersmaatschappij Antwerpen Mobiel | Siva Koppula, Customer Success Manager, Autodesk",Civil infrastructure | Civil 3D | Revit | Tandem Connect | AECO | Capital Project Owners & Operators | Cross Industry,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775561188235001bypi,"Infrastructure owners often face a gap between project delivery and operations, where asset data exists but is fragmented, inaccessible, and effectively invisible to operations teams. This leads to uncertainty, rework, and delayed readiness. While many approaches focus on how digital twins are built, this session will focus on what changes for operations once data becomes visible and usable. Through a real-world case from Lantis, learn how Autodesk Tandem software enables operational certainty from day one, reducing handover rework by roughly 30% and accelerating maintenance readiness by up to six months."
CES3882,2026-09-17,13:30,14:30,"Venetian, Titian 2303, level 2",Strategy Talk,Information Management Strategies at the World’s Busiest Airport,"Chris Harman, BIM Program Lead, WSP / ATLNext",Data and Document Management | Civil infrastructure | Forma | AECO | Capital Project Owners & Operators | Cross Industry,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775602514817001ORug,"Let’s talk about implementing a comprehensive information management strategy as it relates to BIM, digital twins, and asset data. In this session, you’ll hear about the new information management strategy created for the Hartsfield-Jackson Atlanta International Airport (ATL) Planning and Development department."
CP3034,2026-09-17,13:30,15:00,"Venetian, Marco Polo 802, level 1",Hands-on Lab,Autodesk Product Lifecycle Management Hands-On Test Drive,"Giancarlo Caldarella, Account Executive, Autodesk | Bas Claassen, Technical Sales Specialist, Autodesk | Ashley Hooper, Technical Specialist, Fusion PLM, Autodesk",Data and Document Management | Consumer products | Fusion Manage | Fusion Manage Extension | Vault PLM | D&M | Product Development,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775545870438001DJm8,"Get a greater understanding of how businesses can unlock the full potential of Autodesk Fusion data management and PLM in this hands-on workshop. Learn how to connect design data, streamline workflows, and standardize processes across the product lifecycle. You’ll explore key capabilities of Autodesk Fusion Manage, helping you manage product data, improve collaboration, and reduce errors from design through production. This session will provide a clear introduction and practical insights for anyone looking to get more value from integrated data management and PLM within the Fusion platform."
CP3665,2026-09-17,13:30,14:30,"Venetian, Veronese 2503, level 2",Strategy Talk,"AI-Powered Digital Thread: Connecting Requirements, ALM, and PLM Across a Product's Lifecycle","Fernando Valera, CTO, Visure Solutions, Inc.",Consumer products | Fusion Manage | D&M | Product Development,Expert,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775591451603001FVsm,"Discover how Visure Solutions and Autodesk unite ALM and PLM to enable a seamless digital thread across software lifecycles and physical designs. This session will explore how integrating Visure’s strengths in requirements and traceability with the Autodesk Fusion Manage capabilities delivers end-to-end visibility—from concept to validation. Learn how AI enhances impact analysis, automates traceability, and supports smarter decision making. Through practical use cases, we’ll show how teams can reduce risk, accelerate development, and ensure alignment across engineering disciplines, while meeting the evolving expectations of modern product development."
CS1605,2026-09-17,13:30,14:30,Stage 01,Strategy Talk,Ahead of the Curve: A VDC Leader's AI Playbook for When Your Organization Isn't Ready,"Blake Titus, VDC Manager-Planning, Miron Construction",Construction services | Forma | AECO | Construction Management,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1774638367362001MVZU,"AI isn't just changing how construction work gets done. It's changing how the best leaders plan, communicate, and develop their teams. Most organizations aren't keeping pace, leaving forward thinking VDC leaders navigating the gap alone. This session delivers a practical playbook for managers already ahead of their organization with AI. Planning decisions get sharper, team communication gets stronger, and coaching conversations improve. AI tools get matched to your department's real capability and fit, including what's already built into Autodesk Forma. Credibility for leading adoption gets built even when policy or access hasn't caught up. You will leave this session with high-value entry points you can use this week with zero approval required from your organization."
CS2285,2026-09-17,13:30,14:30,"Venetian, Palazzo D, level 5",Roadmap,"AEC Roadmap: Autodesk Forma—Admin, Standards, and Insight","Sheryl Yang, Senior Product Manager, Autodesk | Ash Gupta, Senior Product Manager, Autodesk | Ross Collinson, Dir., Product Management, Autodesk | Jonathan Hand, Technical Marketing Manager, Construction, UK, Autodesk | Avani Saxena, Senior Product Manager, Autodesk",Construction Operations | Data and Document Management | Construction services | Forma | Forma Data Management Essentials | Insight | AECO,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775373921780001f7B3,"Operational efficiency isn’t just about speed—it’s about consistency, control, and clarity. In this session, we’ll explore how the latest updates in Autodesk Forma are helping teams standardize processes, streamline administration, and turn project data into meaningful insights. We’ll cover recent enhancements and what’s coming next across Project and Hub Admin, Bridge, Templates, Library, Reports, Data Connector, Dashboards, and more. Learn how we’re reducing setup time, increasing governance, and unlocking insights across projects and portfolios. If you want to scale smarter and operate with confidence, this session will deliver a clear path forward."
CS2875,2026-09-17,13:30,14:00,Innovators Stage,Spark Session,"Innovators Stage | I'll Take ""Clash Detected"" for 400: An AECO Jeopardy Challenge","Tanmay Bhalerao, Sr Account Technical Lead, Autodesk | Fabiane Amorim, Sr Field Marketing Manager, AMER AECO, Autodesk | Erica Bowman, Account Based Marketing Manager, Autodesk",Construction services | Autodesk Platform Services | Forma | Forma Data Management Essentials | AECO | Construction Management,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775518759563001vGe8,"Think you know architecture, engineering, construction, and operations (AECO) workflows? Prove it. In this Jeopardy-style session, architects, engineers, contractors, and BIM managers will go head to head across categories like ""Clash Detected,"" ""Connect the Platforms,"" ""Coordination Gone Wrong,"" and ""Who Owns the Data?"" Audience members will compete live for a prize. And everyone will walk away with sharper cross-discipline instincts and a better understanding of where handoffs break down—and how integrated workflows fix them. Equal parts fun and educational, this session will turn real workflow pain points into a room full of engaged, competitive learners."
CS2875-D,2026-09-17,13:30,14:00,Digital B,Spark Session,"Innovators Stage | I'll Take ""Clash Detected"" for 400: An AECO Jeopardy Challenge","Fabiane Amorim, Sr Field Marketing Manager, AMER AECO, Autodesk | Erica Bowman, Account Based Marketing Manager, Autodesk | Tanmay Bhalerao, Sr Account Technical Lead, Autodesk",Construction services | AECO | Construction Management,,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1783610788163001bxfW,"Think you know architecture, engineering, construction, and operations (AECO) workflows? Prove it. In this Jeopardy-style session, architects, engineers, contractors, and BIM managers will go head to head across categories like ""Clash Detected,"" ""Connect the Platforms,"" ""Coordination Gone Wrong,"" and ""Who Owns the Data?"" Audience members will compete live for a prize. And everyone will walk away with sharper cross-discipline instincts and a better understanding of where handoffs break down—and how integrated workflows fix them. Equal parts fun and educational, this session will turn real workflow pain points into a room full of engaged, competitive learners."
CS3412,2026-09-17,13:30,15:00,"Venetian, Marco Polo 705, level 1",Hands-on Lab,Unlock Smarter Construction: AI Workflows in Autodesk Forma,"Snow - Snezhina Shukina, Principal Customer Success Manager, Construction, Autodesk | Sarah O' Sullivan, Senior Customer Success Manager, Construction, Autodesk",Construction services | Forma | AECO | Construction Management,Associate,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775579076605001U602,"AI is transforming how work gets done across the industry. In this hands-on lab, you’ll discover how Autodesk Forma Build enables AI-powered, intelligent data and integrated workflows to power transformation in construction outcomes. You’ll explore practical use cases on Construction Intelligence and AI Automated Workflows. Learn how AI in action can streamline coordination, reduce manual effort, and support more-connected, informed decision making across the project lifecycle."
EDU2807,2026-09-17,13:30,14:30,"Venetian, Bellini 2103-2104 (Meetup 2), level 2",Meetup,Designing the Future Workforce Together: Connecting Education Outcomes with Industry Expectations,"Michael Brackney, Senior AEC Customer Success Manager, US, Autodesk | Jason Roth, Principal Account Manager, US, Autodesk",Education | Forma | Fusion | EDU | Meetup,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775512844308001XPPr,"Education and industry must work together to prepare the next generation of designers and makers, but how do we get there? What’s one skill students are missing today, and how do we help prepare them to design and make for tomorrow? This interactive session invites you to move beyond casual mingling into purpose-driven connection-building between educators and industry professionals. Engage in guided discussions, share challenges and insights, and uncover opportunities to better align curriculum with real-world needs. Walk away with meaningful connections, fresh perspectives, and actionable ideas. Join us and help shape the future workforce together."
FAB1935,2026-09-17,13:30,15:00,"Venetian, Marco Polo 805, level 1",Hands-on Lab,"Turning Curtain Walls into Configurable Products with Revit, Dynamo, and Informed Design","Daniel Noviello, Customer Adoption Specialist, Autodesk",Building products and fabrication | Dynamo | Informed Design | Inventor | Revit | D&M | Industrialized Construction | Cross Industry,Associate,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775102516040001ijem,"Coordinating Revit curtain wall layouts with configurable manufactured panel units is often manual, slow, and difficult to validate at scale. In this hands-on lab, you will use custom Dynamo nodes backed by the Informed Design API to connect a Revit curtain wall layout to a configurable unitized panel. Starting from a prepared model and scaffolded graph, participants will extract panel dimensions, send geometric data to the Informed Design API, and generate a complete manufacturing data set with shop drawings and parts lists. We’ll generate a report highlighting supported, unsupported, and changed panel conditions in Revit. And we’ll unpack the API concepts behind the nodes so you can adapt the workflow to your own products."
IM1127,2026-09-17,13:30,14:30,"Venetian, Veronese 2504, level 2",Spark Session,Ask the Vault Team,"Senthil Kumar, Sr. Manager, Software Development, Autodesk | Jason Dai, Principal Engineer, Autodesk | Santhosh Palaniappan, Principal Software Development Engineer, Autodesk",Data and Document Management | Industrial machinery | Vault Mobile | Vault PLM | Vault Professional | D&M | Design & Engineering,Professional,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1773329713964001wqWp,"If you have any queries regarding the functionality and operation of Vault software, or if you would like to learn more about a specific feature, this session will offer an excellent opportunity to engage with the Vault team. The team comprises both the engineering and the product management teams, and they will provide candid and insightful responses to any inquiries you may have about Vault."
IM2681,2026-09-17,13:30,14:30,"Venetian, Titian 2204, level 2",Technical Deep Dive,"Unlocking Autodesk Assistant: Secrets of World-Class Data Management with Vault, Common Data, and PLM","Tyson Copa, Platform Specialist, IMAGINiT Technologies | Allen Gager, Applications Expert - MSD, Rand",Data and Document Management | Data Analytics and Visualization | Industrial machinery | Docs | Fusion Manage | Vault PLM | Vault Professional | D&M | Product Development,Not Applicable,https://conferences.autodesk.com/flow/autodesk/au2026/sessioncatalog/page/sessioncatalog/session/1775502277521001M08N,"World-class implementations don’t happen by accident—they’re built on deep knowledge of how to make Autodesk tools work together intelligently. In this no-fluff session, Allen Gager will reveal the secrets every expert knows for maximizing Autodesk Assistant across the Autodesk platform while building a robust common data environment (CDE) powered by Vault and Vault PLM software. Discover how to use Autodesk Assistant (now integrated in Vault 2027, Autodesk Fusion, AutoCAD, Autodesk Forma, and beyond) as your always-on, context-aware AI partner. Learn natural language techniques to find files faster, automate routine tasks, get in-context guidance, query project data, and even drive simple automations—without ever leaving your workflow."
